,planet_name,disposition,kic_id,koi_id,kep_mag,gmag,gmag_err,kmag,kmag_err,parallax,parallax_err,ruwe,mstar,mstar_err1,mstar_err2,rstar,rstar_err1,rstar_err2,rhostar,rhostar_err1,rhostar_err2,teff,teff_err1,teff_err2,feh,feh_err1,feh_err2,logg,logg_err1,logg_err2,age,age_err1,age_err2,age_flag,npl,snr,rcf,detprob,period,period_err1,period_err2,epoch,epoch_err1,epoch_err2,ror,ror_err1,ror_err2,duration,duration_err1,duration_err2,impact,impact_err1,impact_err2,fpp,rgap,rgap_err,rp,rp_err,rp10,rp10_err,rpadj,rpadj_err,sma,sma_err1,sma_err2
475,K00509.01,CONFIRMED,6381846,K00509,14.528,15.4815,0.0201,13.2332,0.042,1.1594,0.0244,1.0016,0.977,0.037,-0.045,0.919,0.028,-0.026,1.247,0.094,-0.105,5672.5,98.0,-95.3,0.021,0.111,-0.113,4.5,0.02,-0.029,1.8,2.51,-1.26,0,3,57.6,1.0258,0.0037482442920267,4.1669661282,4.05272799941514e-06,-4.167744000582729e-06,102.71552111,0.0007664720000093439,-0.0007472911999997223,0.0268575976445,0.0005528352965000032,-0.00028626582137999956,0.11506589950591706,0.0011039682865690292,-0.0010191089004759901,0.23679441244000002,0.22324333234159985,-0.16664537055184003,0.0057,2.025991534180035,0.04846989994305578,2.692237405511842,0.09062117532821984,2.445082687942559,0.10276929803378926,2.569019711411892,0.10276929803378926,0.050287411197955274,5.113313295052598e-06,-6.2188945480369425e-06
476,K00509.02,CONFIRMED,6381846,K00509,14.72,15.4815,0.0201,13.2332,0.042,1.1594,0.0244,1.0016,0.977,0.037,-0.045,0.919,0.028,-0.026,1.247,0.094,-0.105,5672.5,98.0,-95.3,0.021,0.111,-0.113,4.5,0.02,-0.029,1.8,2.51,-1.26,0,3,42.6,1.0258,0.0032979628661355,11.463471125999998,1.6422000001625747e-05,-1.796415999777423e-05,70.385352781,0.0012601413999959732,-0.0012588900799954672,0.0294679784485,0.000991858916139999,-0.00044441656846000085,0.10875721080503614,0.001805305427707321,-0.0015686621166273867,0.27913971160499995,0.2657873580914,-0.19439173555935996,0.0096,1.812562737045845,0.029964542880905765,2.95390506976766,0.11609025830422863,2.998619146960331,0.11989504536553695,2.967026351992244,0.11989504536553695,0.09873172527711736,1.0039217201212621e-05,-1.2209858758231568e-05
477,K00509.03,CONFIRMED,6381846,K00509,14.023,15.4815,0.0201,13.2332,0.042,1.1594,0.0244,1.0016,0.977,0.037,-0.045,0.919,0.028,-0.026,1.247,0.094,-0.105,5672.5,98.0,-95.3,0.021,0.111,-0.113,4.5,0.02,-0.029,1.8,2.51,-1.26,0,3,63.0,1.0258,0.005254923671557,39.603424539,0.0002812594799976864,-0.00026505300000678744,101.07037581,0.005363476399992351,-0.005557478800000126,0.0219091749455,0.0010015223204999993,-0.0006059524248600012,0.27012302368621605,0.006135477125744304,-0.006299848037036204,0.322166495415,0.29191607625499993,-0.21744564401499997,0.98,1.5814928087476272,0.05059655031428116,2.1962016518725043,0.10513446644946702,2.555187742298655,0.116675905564601,2.389004404846188,0.116675905564601,0.2256322249897267,2.2942685422612888e-05,-2.790326605452919e-05
478,K00510.01,CONFIRMED,6422155,K00510,14.023,15.1095,0.0201,12.9408,0.036,1.2085,0.0261,1.0768,1.043,0.041,-0.053,0.997,0.028,-0.026,1.04,0.087,-0.101,5582.2,84.1,-85.0,0.312,0.124,-0.128,4.457,0.025,-0.035,2.52,3.0,-1.72,0,4,544.2,1.0475,1.3669745776902914e-07,2.940305141,4.76374399971391e-06,-4.796895999970019e-06,102.9049698,0.0012607955999897058,-0.0012383804000108967,0.019787942852,0.0006255415749999993,-0.00030984071000000196,0.10934668737448831,0.0018958230409694271,-0.001843984240769439,0.28812838117,0.25583582494999996,-0.20098900427364,0.0,2.1052062885712233,0.06192214411752815,2.151921799063983,0.07926128907712725,1.8808304591209521,0.10058182677939319,1.8932540835742342,0.10058182677939319,0.04073529029252403,4.299384909872845e-06,-5.557741468860018e-06
479,K00510.02,CONFIRMED,6422155,K00510,14.023,15.1095,0.0201,12.9408,0.036,1.2085,0.0261,1.0768,1.043,0.041,-0.053,0.997,0.028,-0.026,1.04,0.087,-0.101,5582.2,84.1,-85.0,0.312,0.124,-0.128,4.457,0.025,-0.035,2.52,3.0,-1.72,0,4,49.6,1.0475,0.0035560476664035,6.38899667785,1.3890730000021279e-05,-1.3803062000050659e-05,108.47605438,0.0017277804000173091,-0.0017224035999987564,0.0212344188465,0.0008802206851799971,-0.0003909576410199983,0.13749203994393822,0.0024638277155084043,-0.002296762880827724,0.30224329856,0.2918254179612,-0.20875867127299996,3e-06,1.9329482640316362,0.035960951643923475,2.309224821802029,0.09696127558983542,2.1981828231933433,0.10341508113976712,2.2331964307624315,0.10341508113976712,0.06833832370159561,7.212732634989176e-06,-9.323776333034788e-06
480,K00510.03,CONFIRMED,6422155,K00510,14.023,15.1095,0.0201,12.9408,0.036,1.2085,0.0261,1.0768,1.043,0.041,-0.053,0.997,0.028,-0.026,1.04,0.087,-0.101,5582.2,84.1,-85.0,0.312,0.124,-0.128,4.457,0.025,-0.035,2.52,3.0,-1.72,0,4,18.5,1.0475,0.0009687748832091,14.627096083000001,6.415659999703394e-05,-6.73980000005514e-05,69.2346553235,0.003675088980017449,-0.0035029363799878865,0.0181780986815,0.0007800437020600015,-0.0005542988564999976,0.14903324320915096,0.005630908436062787,-0.005226208296565116,0.324167904745,0.28570784045819997,-0.22336639767300004,0.03,1.7646168846919825,0.031747421323759226,1.9768526274221776,0.09102083368686653,2.0613022951391087,0.09639860437662207,2.0450785841397274,0.09639860437662207,0.1187083557511894,1.2529011324761505e-05,-1.619603902956975e-05
481,K00510.04,CONFIRMED,6422155,K00510,14.424,15.1095,0.0201,12.9408,0.036,1.2085,0.0261,1.0768,1.043,0.041,-0.053,0.997,0.028,-0.026,1.04,0.087,-0.101,5582.2,84.1,-85.0,0.312,0.124,-0.128,4.457,0.025,-0.035,2.52,3.0,-1.72,0,4,50.8,1.0475,0.0014548710430357,35.1185405745,0.00020311465999611755,-0.00022420834000769219,85.123156896,0.004305974640004706,-0.004467817079998326,0.0210506790365,0.0009201529539000011,-0.000698078228499998,0.15566522560520174,0.006731626562162613,-0.00648174340167465,0.318320713535,0.2714960166453999,-0.21952385230248003,0.079,1.6025397563735337,0.047995757437675965,2.289243275187904,0.10833689224692794,2.6284574904261695,0.11849251011662595,2.4586878821378866,0.11849251011662595,0.21284666662919538,2.2464790113211603e-05,-2.9039850634151585e-05
482,K00511.01,CONFIRMED,6451936,K00511,14.885,14.6761,0.0201,12.668,0.034,1.2018,0.0212,1.1703,0.983,0.072,-0.068,1.113,0.033,-0.032,0.701,0.094,-0.081,5726.2,109.8,-105.7,0.038,0.138,-0.152,4.333,0.045,-0.044,7.39,3.38,-3.21,0,2,45.1,1.0081,0.0016143969762522,8.0057908187,1.1392368000073816e-05,-1.1337195997995764e-05,103.50316608,0.0011818524000091202,-0.0011800884000052747,0.0233053306075,0.0006534777332600009,-0.0002902763078600004,0.1278156980836098,0.001917599292360378,-0.0015655669007607897,0.29169107001,0.2748481384448,-0.20118229851532,1.4e-06,1.8855730260675345,0.03186674275754779,2.829313760296768,0.10293209559822603,2.7609311583138836,0.10775205612060527,2.8040815270834005,0.10775205612060527,0.07787566629142093,1.5314990014768606e-05,-1.4464157236170353e-05
483,K00511.02,CONFIRMED,6451936,K00511,14.411,14.6761,0.0201,12.668,0.034,1.2018,0.0212,1.1703,0.983,0.072,-0.068,1.113,0.033,-0.032,0.701,0.094,-0.081,5726.2,109.8,-105.7,0.038,0.138,-0.152,4.333,0.045,-0.044,7.39,3.38,-3.21,0,2,43.9,1.0081,0.0109267745893095,4.263746128199999,1.7359584000509187e-05,-1.7508823998646506e-05,66.7198924525,0.0031067925399810292,-0.0032227544199940894,0.012551268455,0.00046922702447999877,-0.00036575294871999883,0.0957552544291797,0.0035968821716828026,-0.003529321370675395,0.32312113153,0.2782462907236001,-0.2209461526036,0.00017,2.0208811632258743,0.04767272186599545,1.5237491004518142,0.06773859458780251,1.3873642823984145,0.08283239467046229,1.4309504967153392,0.08283239467046229,0.05116737947259899,1.0062551539171321e-05,-9.503520898106248e-06
484,K00512.01,CONFIRMED,6838050,K00512,14.606,15.397,0.0201,13.09,0.029,1.1543,0.0174,0.9688,0.917,0.069,-0.068,0.978,0.026,-0.025,0.966,0.124,-0.118,5546.0,108.6,-107.7,0.018,0.146,-0.159,4.416,0.044,-0.048,8.1,4.94,-4.36,0,1,50.9,,0.0026789967773574,6.5100300172,1.349895199975748e-05,-1.346558399983877e-05,105.91574281,0.0015594500000020162,-0.0015897255999988147,0.022407754043500004,0.0008385138254999973,-0.0003920857493400036,0.1387831069711416,0.002284646854613187,-0.002108514754189883,0.302110842125,0.28161693244219993,-0.21322083329496,1.3e-06,1.9289620965650012,0.035543758313551395,2.390385044029659,0.09360228285072043,2.2801425123110812,0.10012365409791248,2.321243517982259,0.10012365409791248,0.06629176007276633,1.3392919821533466e-05,-1.3198819534264866e-05
485,K00513.01,CONFIRMED,6937692,K00513,14.606,15.2187,0.0201,13.529,0.034,0.5418,0.0222,0.968,1.209,0.07,-0.099,1.599,0.076,-0.07,0.287,0.042,-0.039,6048.7,113.1,-99.0,0.002,0.147,-0.164,4.104,0.044,-0.048,3.98,1.82,-0.89,0,1,22.1,,0.0054309899971635,35.1810634315,0.00010175006000423537,-9.716346000487874e-05,103.09962074,0.002225188799997113,-0.0023650300000070956,0.029365211098500002,0.0012320282091399966,-0.0005576820353800013,0.3039206815443263,0.005784861151134302,-0.0038988948120244338,0.42600892144,0.25648515452279985,-0.28628858976000005,0.00044,1.6022262292939558,0.04803419030887154,5.121677991972702,0.2873724787155587,5.881745868922984,0.291359271281614,5.121677991972702,0.2873724787155587,0.22385279406251846,3.479927712660332e-05,-4.921612050762468e-05
486,K00517.01,CONFIRMED,8015907,K00517,14.272,14.691,0.0201,12.403,0.019,1.7101,0.016,1.012,0.952,0.044,-0.056,0.917,0.018,-0.017,1.227,0.095,-0.116,5374.7,84.0,-87.0,0.227,0.12,-0.126,4.49,0.027,-0.036,4.33,4.48,-2.91,0,1,36.9,,0.0030922331921932,2.7523598842499997,1.7408660002438126e-06,-1.7991459997368509e-06,104.25975732,0.0005239692000031937,-0.0004911020000122335,0.025632781131500002,0.0009945982814999997,-0.00031138878810000464,0.08624291618547325,0.0010063919927069953,-0.0007952007573994446,0.311722583355,0.267331508625,-0.21521494710500003,3.3e-05,2.120558456082448,0.0647240233758971,2.563868485760686,0.08848404476459293,2.22465832067411,0.1096294913783064,2.349486271176626,0.1096294913783064,0.037812051404171924,4.692258521355526e-06,-5.9719653908161245e-06
487,K00518.01,CONFIRMED,8017703,K00518,14.804,15.0325,0.0201,12.184,0.018,2.6002,0.018,1.0107,0.683,0.031,-0.02,0.699,0.013,-0.012,1.986,0.132,-0.102,4918.3,90.1,-87.9,-0.338,0.11,-0.111,4.581,0.024,-0.016,14.46,3.81,-6.37,1,3,92.3,,0.0040737209389748,13.981779450000001,1.4723039999609e-05,-1.5052120000191849e-05,114.97508607500001,0.0008375309999877345,-0.0008707798000102684,0.0289219078675,0.0009747853160599999,-0.00035215012681999794,0.12297857355146995,0.001402098874455332,-0.0011642599553183253,0.289862382255,0.25077267799380004,-0.20215608554452,0.00023,1.7733969361597761,0.03126249368435385,2.2051330241122598,0.06840924823314498,2.2879507016363756,0.07521415262560839,2.25882182106091,0.07521415262560839,0.10002985593269972,1.2190081168866637e-05,-7.86456849604299e-06
488,K00518.02,CONFIRMED,8017703,K00518,14.804,15.0325,0.0201,12.184,0.018,2.6002,0.018,1.0107,0.683,0.031,-0.02,0.699,0.013,-0.012,1.986,0.132,-0.102,4918.3,90.1,-87.9,-0.338,0.11,-0.111,4.581,0.024,-0.016,14.46,3.81,-6.37,1,3,79.2,,0.0033253023576894,44.000414471000006,0.00014890771998921082,-0.00015546444000591464,143.76193364,0.0027764096000169047,-0.002750681599991367,0.022231407293,0.0007823728752400019,-0.00040667133639999895,0.21372448106536437,0.003509495139447205,-0.0031019773302421727,0.2839969096,0.27117714557999995,-0.19932399190628003,3.9e-05,1.5632829043847483,0.0528728007882403,1.6950199350220803,0.05639246003502479,1.9950558351868433,0.07730228076838878,1.956776784095566,0.07730228076838878,0.21481232224611865,2.6177980762210713e-05,-1.6889019846587556e-05
489,K00518.03,CONFIRMED,8017703,K00518,14.804,15.0325,0.0201,12.184,0.018,2.6002,0.018,1.0107,0.683,0.031,-0.02,0.699,0.013,-0.012,1.986,0.132,-0.102,4918.3,90.1,-87.9,-0.338,0.11,-0.111,4.581,0.024,-0.016,14.46,3.81,-6.37,1,3,44.9,,0.0068236636969143,247.35483599999998,0.0013967140000090694,-0.00143347199997379,297.158581065,0.003345981799952824,-0.003317358199979026,0.03276707668,0.0020654427532800015,-0.0006383403409599975,0.36467277429479195,0.008329448138278461,-0.00517217320601393,0.35219972912999997,0.32374213996,-0.2442547653736,5.5e-05,1.2928632133966291,0.08559252685297149,2.498305548227046,0.12483300363106063,3.5555828034280355,0.15135838083379805,2.8018115553372605,0.15135838083379805,0.6791540302430924,8.276471736994492e-05,-5.339659185157738e-05
490,K00519.01,CONFIRMED,8022244,K00519,14.804,15.382,0.0201,13.496,0.035,0.7635,0.0253,1.1505,1.068,0.074,-0.079,1.171,0.048,-0.045,0.652,0.099,-0.089,5980.2,115.8,-111.9,-0.007,0.156,-0.162,4.324,0.048,-0.049,4.22,2.69,-2.18,0,2,40.4,,0.0051435152434752,11.903521623,2.8751040000329908e-05,-2.942036000064263e-05,111.34163199,0.0018131920000001855,-0.001804187600001228,0.023284559349999998,0.000730804050200002,-0.0003976271593599985,0.1789812768034229,0.0029821710041850746,-0.0026824976992541327,0.31680394763,0.2741218007683999,-0.21534746848000003,0.0034,1.8050678116051524,0.030095242911736125,2.974100211269805,0.14003055229132186,3.0316558489124974,0.1432280671549017,2.9904273328472444,0.1432280671549017,0.104293002749624,1.9402227947969136e-05,-2.0713189295804888e-05
491,K00519.02,CONFIRMED,8022244,K00519,14.804,15.382,0.0201,13.496,0.035,0.7635,0.0253,1.1505,1.068,0.074,-0.079,1.171,0.048,-0.045,0.652,0.099,-0.089,5980.2,115.8,-111.9,-0.007,0.156,-0.162,4.324,0.048,-0.049,4.22,2.69,-2.18,0,2,51.5,,0.0149374780002528,34.0350650415,0.00014244178000666352,-0.0001431400999933885,67.42750739300001,0.003484006959993735,-0.003450185120016158,0.024983119571000002,0.0009524700741999972,-0.0004762997764800013,0.2787794640771689,0.005336976770167923,-0.004478886553227368,0.336822904185,0.289721353837,-0.230013155861,0.0033,1.6080735132056376,0.0473192367082707,3.191054641722903,0.1591364629193646,3.6512886336057075,0.1660226610831776,3.269491774297682,0.1660226610831776,0.2100983224469707,3.908580092749073e-05,-4.172673342259145e-05
492,K00520.01,CONFIRMED,8037145,K00520,14.612,15.2458,0.0201,12.567,0.024,1.8978,0.0214,1.0189,0.847,0.033,-0.043,0.8,0.016,-0.016,1.644,0.107,-0.137,5139.2,93.1,-86.8,0.027,0.116,-0.119,4.559,0.021,-0.032,3.81,5.24,-2.7,0,4,43.6,,0.0017702320781089,12.759344796,1.8928480001179082e-05,-1.964816000032954e-05,103.32154815,0.0011911200000014333,-0.0011974780000088003,0.026737751815499998,0.0011149419775000023,-0.0004244379234999984,0.14746552270995628,0.0018931595171431947,-0.001585614692530296,0.313913708015,0.25660445561180006,-0.21586799960484,0.022,1.7913345482331802,0.030483414698510704,2.333165543098208,0.08715564460644346,2.3965509979891677,0.0923327945989184,2.3698923601001844,0.0923327945989184,0.10111008986846011,1.0576963116323957e-05,-1.3782103454603944e-05
493,K00520.02,CONFIRMED,8037145,K00520,15.0,15.2458,0.0201,12.567,0.024,1.8978,0.0214,1.0189,0.847,0.033,-0.043,0.8,0.016,-0.016,1.644,0.107,-0.137,5139.2,93.1,-86.8,0.027,0.116,-0.119,4.559,0.021,-0.032,3.81,5.24,-2.7,0,4,67.0,,0.0036049853562848,5.43313312445,9.767745999589295e-06,-9.559350000465372e-06,71.36643197149999,0.0014759261000136803,-0.001487282299990511,0.016430939875,0.000940040324479998,-0.0004183002096399997,0.09876045308601838,0.0017629764965590433,-0.001698852876184792,0.34423816717,0.29850366800999995,-0.235625126014,8.3e-05,1.9677154015276503,0.0400711843085884,1.4337818310829245,0.06966232944706896,1.3407216140832294,0.08036504187695563,1.3765329533191741,0.08036504187695563,0.05722807596483529,5.986536551255338e-06,-7.800638536484226e-06
494,K00520.03,CONFIRMED,8037145,K00520,14.56,15.2458,0.0201,12.567,0.024,1.8978,0.0214,1.0189,0.847,0.033,-0.043,0.8,0.016,-0.016,1.644,0.107,-0.137,5139.2,93.1,-86.8,0.027,0.116,-0.119,4.559,0.021,-0.032,3.81,5.24,-2.7,0,4,36.3,,0.0010654199858518,25.752745775,6.527611999729288e-05,-6.44126000004519e-05,69.43856393850001,0.0019360169399931237,-0.001865144980015998,0.024537412793500003,0.0011942715774999994,-0.0005539570319800027,0.11502821238091476,0.0027094427228698398,-0.002452043768146381,0.32300076931,0.2775448840708,-0.2229250859488,0.7,1.6581630511875178,0.04141309877054639,2.1411615472241516,0.09182796391053671,2.3759649233957654,0.10073440179865994,2.2854950426707386,0.10073440179865994,0.1614821815069098,1.689239006674941e-05,-2.201129614758256e-05
495,K00520.04,CONFIRMED,8037145,K00520,14.194,15.2458,0.0201,12.567,0.024,1.8978,0.0214,1.0189,0.847,0.033,-0.043,0.8,0.016,-0.016,1.644,0.107,-0.137,5139.2,93.1,-86.8,0.027,0.116,-0.119,4.559,0.021,-0.032,3.81,5.24,-2.7,0,4,41.6,,0.0025030671492086,51.165733566,0.00041693200000025854,-0.0004438434799993729,105.3102218,0.006887270000007106,-0.006425405999991085,0.0146200847825,0.0009962308843399995,-0.0007344194982600027,0.18810594167538355,0.008394596999108522,-0.008038214621594209,0.34408928707,0.29620822829639987,-0.23818872802200003,0.0029,1.5375530547589769,0.056111936531667045,1.2757646299914083,0.08051805741991835,1.5267160452893545,0.09814126039546822,1.4309198638944478,0.09814126039546822,0.2552084505012573,2.6696943613023188e-05,-3.478692652606051e-05
496,K00522.01,CANDIDATE,8265218,K00522,14.194,14.8125,0.0345,12.8729,0.032,1.2691,0.0239,0.933,1.018,0.031,-0.038,0.962,0.025,-0.025,1.132,0.076,-0.081,6022.2,101.5,-98.5,-0.159,0.112,-0.116,4.478,0.018,-0.023,1.04,1.46,-0.7,0,1,27.1,1.0039,0.0036160578503641,12.8299338475,1.671150000071009e-05,-1.5465499998867926e-05,102.944954205,0.0009853269999950953,-0.001014424600001007,0.034766077886999994,0.0012078931553600042,-0.00046252923199999185,0.1211044570780859,0.0019913672106556812,-0.001505303791268689,0.323221735305,0.2790473359657999,-0.2226817401098,0.012,1.7902477522825708,0.03052208101833261,3.6480556108117512,0.13489933278986402,3.7494376492500914,0.13830917329244702,3.655979587108977,0.13830917329244702,0.10789798012571612,8.821921611171732e-06,-1.0813968426597606e-05
497,K00523.01,CONFIRMED,8806123,K00523,14.194,15.4201,0.0201,13.421,0.04,0.6978,0.0197,0.9662,0.974,0.077,-0.066,1.351,0.052,-0.05,0.388,0.058,-0.05,5741.2,114.4,-109.4,-0.079,0.162,-0.138,4.161,0.049,-0.046,9.66,2.45,-2.54,0,2,24.0,,0.0059113448637638,49.41120962950001,6.396221998983265e-05,-6.429742001046179e-05,131.2387081,0.0009355148000054214,-0.0009126364000167086,0.06084173103,0.0007510180619599988,-0.0007938500739199938,0.21900557560579142,0.0033384297476216906,-0.0034422659622178886,0.8822029254950001,0.009317872739399768,-0.011465058354200197,0.15,1.5434658309107048,0.05536616794652095,8.965769926310095,0.3571600278523615,10.688294054865274,0.3614259233212001,8.965769926310095,0.3571600278523615,0.26122681390121166,5.5447948919317234e-05,-4.752681335941477e-05
498,K00523.02,CONFIRMED,8806123,K00523,14.194,15.4201,0.0201,13.421,0.04,0.6978,0.0197,0.9662,0.974,0.077,-0.066,1.351,0.052,-0.05,0.388,0.058,-0.05,5741.2,114.4,-109.4,-0.079,0.162,-0.138,4.161,0.049,-0.046,9.66,2.45,-2.54,0,2,22.1,,0.0030032431471855,36.8567742625,0.0001597941000071046,-0.00015830617999768037,71.90720966149999,0.003579012380015456,-0.003615463540000974,0.0245893059745,0.001299236552179995,-0.0004915637824999992,0.3155747854621839,0.007410106662336935,-0.005078851020013153,0.34215709401000005,0.32542856923999997,-0.23454465868920008,0.0013,1.5940462483679725,0.04904049566254239,3.6235336549892585,0.19917290517482897,4.182627657137552,0.20512146735680606,3.6620187297151467,0.20512146735680606,0.21485508898450778,4.5605096280711825e-05,-3.909008252632442e-05
499,K00524.01,CANDIDATE,8934495,K00524,14.194,15.5117,0.0202,13.016,0.033,1.5605,0.0198,0.9598,0.807,0.04,-0.049,0.786,0.018,-0.018,1.648,0.138,-0.149,5079.7,87.3,-81.5,-0.044,0.122,-0.128,4.552,0.028,-0.035,6.54,6.75,-4.48,1,1,41.8,,0.0006629826701797,4.59239367935,2.9586820007310166e-06,-3.0028059994080536e-06,105.004778095,0.0005109674000038922,-0.0005262286000089489,0.029068848968,0.0007037920068400025,-0.00026317165952000066,0.09502974984588436,0.0008930859119910817,-0.00073927788873554,0.23503563325,0.2405584034248,-0.16495462727399998,1.0,2.0044421232832246,0.045180486070240826,2.492189493180031,0.07302235369770448,2.2877331374078866,0.08586932200207406,2.3679397462079357,0.08586932200207406,0.05034214264072376,6.69968087371718e-06,-8.207109070303546e-06
500,K00526.01,CONFIRMED,9157634,K00526,,14.9971,0.0201,12.742,0.036,1.4428,0.0214,1.0467,0.964,0.045,-0.054,0.927,0.023,-0.022,1.199,0.101,-0.118,5357.3,87.6,-88.0,0.292,0.119,-0.124,4.486,0.028,-0.037,4.23,4.34,-2.83,0,1,,,,2.104722091,9.077000000523583e-07,-8.937480000525966e-07,104.044182595,0.00032578300000807303,-0.00034548979999726726,0.027360832833,0.0004876708288399992,-0.00019657556864000059,0.07320527530238698,0.0005134076561453538,-0.0005047908085302477,0.21590330785,0.20379175601119992,-0.15350305414940002,0.00014,2.1840692253841016,0.07682455502630169,2.766557659738493,0.0769711916054595,2.330725617464617,0.10875006479149156,2.532854064589335,0.10875006479149156,0.03175191779330459,3.979618172189171e-06,-4.775541806627006e-06
501,K00528.01,CONFIRMED,9941859,K00528,14.915,15.1213,0.0201,12.899,0.024,1.3979,0.0198,1.012,0.889,0.052,-0.059,0.886,0.022,-0.02,1.265,0.126,-0.141,5475.8,98.5,-98.5,-0.045,0.127,-0.138,4.49,0.034,-0.043,5.9,5.09,-3.77,0,3,61.4,,0.0021235950064418,9.57666054345,1.0945849998833523e-05,-1.0580241999846862e-05,109.68372949,0.0008983047999890914,-0.0009003380000081052,0.024737175414,0.0006731340064399967,-0.000277598596680001,0.1405143225237855,0.001373238271499072,-0.001176946377804744,0.25315393097999994,0.24354644684920007,-0.17403696602051993,6.5e-06,1.8487759064650424,0.03018548887837271,2.3906418056898673,0.07545711588358649,2.3792937300227255,0.08127078242699133,2.3840764380815087,0.08127078242699133,0.08486418145298613,1.332790760224621e-05,-1.5122049010240894e-05
502,K00528.02,CONFIRMED,9941859,K00528,14.387,15.1213,0.0201,12.899,0.024,1.3979,0.0198,1.012,0.889,0.052,-0.059,0.886,0.022,-0.02,1.265,0.126,-0.141,5475.8,98.5,-98.5,-0.045,0.127,-0.138,4.49,0.034,-0.043,5.9,5.09,-3.77,0,3,89.9,,0.0037995058386901,96.67819066749999,0.00028707898000845944,-0.00027060661999200875,73.18342066950001,0.002457018419988799,-0.0025762807000120347,0.028065966013,0.0011027408724399966,-0.0005077643699200017,0.23762708693016332,0.0036533941485004107,-0.0032749343010959053,0.31775480962999997,0.26617385098000007,-0.21773728838671996,0.0047,1.433612194397898,0.06912357281745668,2.712341669767842,0.10499985352423218,3.4812124868042673,0.12571013308067272,2.916242515168541,0.12571013308067272,0.39640036001485435,6.225462004487656e-05,-7.063504966630226e-05
503,K00528.03,CONFIRMED,9941859,K00528,14.387,15.1213,0.0201,12.899,0.024,1.3979,0.0198,1.012,0.889,0.052,-0.059,0.886,0.022,-0.02,1.265,0.126,-0.141,5475.8,98.5,-98.5,-0.045,0.127,-0.138,4.49,0.034,-0.043,5.9,5.09,-3.77,0,3,60.8,,0.0022855814938981,20.552800799,3.6951040002008995e-05,-3.540248000177826e-05,78.02846272800001,0.0013602200799880393,-0.0014548207600171281,0.024562917232500002,0.0009035807134199943,-0.00046642839750000303,0.09088137323745493,0.0018713025862173993,-0.0017573293461595335,0.28558199324,0.28404896012,-0.19956466655900001,0.0096,1.6998163864473053,0.036985333401432535,2.3738012049864574,0.089450815218142,2.569568249841369,0.09679547112342242,2.4729091292829604,0.09679547112342242,0.14119816073887034,2.2175151020307808e-05,-2.516026750381078e-05
504,K00530.01,CONFIRMED,10266615,K00530,14.883,15.4057,0.0201,13.25,0.027,1.2705,0.0191,1.0248,0.876,0.038,-0.056,0.835,0.019,-0.019,1.493,0.112,-0.139,5450.8,96.6,-91.8,-0.099,0.118,-0.149,4.536,0.023,-0.037,3.52,4.82,-2.46,0,1,80.1,,0.0058671915849045,10.940265373,2.9867239998537798e-05,-2.974432000080185e-05,103.305600075,0.0022072298000068713,-0.002270774999999503,0.02138712492,0.0007698844069999981,-0.0005184253072399968,0.09722111805372792,0.002888446316474655,-0.002893111596652634,0.31325431941500004,0.27091547116019987,-0.21670674889128005,0.0017,1.8219009352534736,0.02988484282935545,1.9479130217015632,0.0744161303531793,1.9672639113236017,0.08019266978768479,1.9649649803047635,0.08019266978768479,0.09228569425606782,1.0748548937697857e-05,-1.5839966855554737e-05
505,K00531.01,CANDIDATE,10395543,K00531,14.883,15.7192,0.0202,11.61,0.013,3.9552,0.0158,0.95,0.654,0.031,-0.016,0.668,0.02,-0.023,2.173,0.24,-0.176,4204.1,53.6,-56.8,0.193,0.122,-0.119,4.601,0.035,-0.024,10.96,6.04,-6.94,1,1,56.5,,0.0029078283216627,3.6874698366,3.8226400000951344e-07,-4.0474800000467326e-07,103.88035894000001,8.607319999498486e-05,-8.395800000471354e-05,0.091415938244,0.0143035772852,-0.006011014335359999,0.044860138456849066,0.0007078380017194671,-0.0007948513263793672,0.92998729873,0.028490171659999897,-0.01741266243000006,0.34,2.0534195410225347,0.05291091273807444,6.660840937251272,0.8277618742589511,5.968554929811999,0.8294511951667004,6.660840937251272,0.8277618742589511,0.04054705763244363,5.1603511315753484e-06,-2.663407035651793e-06
506,K00532.01,CONFIRMED,10454313,K00532,14.883,15.2048,0.0201,13.187,0.038,0.8281,0.0187,1.0939,0.994,0.078,-0.075,1.271,0.044,-0.042,0.475,0.067,-0.061,5719.5,110.9,-106.1,0.023,0.168,-0.17,4.222,0.046,-0.048,8.95,2.96,-2.83,0,1,25.8,1.0208,0.0011184585994661,4.2216257819,5.026823999720875e-06,-5.20848800000806e-06,106.69994015500001,0.0009669849999909275,-0.0009183642000039072,0.0236750573695,0.0006559036066599994,-0.0002603755254999979,0.12078474947610893,0.0015284404098236948,-0.001257350983153993,0.291782759455,0.271731169595,-0.20449645254944,6e-06,2.023089296258767,0.04801592504418158,3.282216843668588,0.13085479199536298,2.9851766817799117,0.13938617451525878,3.215740187585736,0.13938617451525878,0.0510187398801305,1.0749144718511951e-05,-1.0335716075492259e-05
